group_label,model_name,component_count,parameter_left,parameter_right,correlation
61-70,manuscript_juttner,3,U_3,norm_3,0.4438031564947393
61-70,manuscript_juttner,3,U_3,temperature_3,0.738883686297569
61-70,manuscript_juttner,3,U_3,U_3,1.0000000000000002
61-70,exact_bose_einstein,3,norm_1,norm_1,1.0000000000000002
61-70,exact_bose_einstein,3,norm_1,temperature_1,-0.982247109995073
61-70,exact_bose_einstein,3,norm_1,U_1,-0.0005884253353403528
61-70,exact_bose_einstein,3,norm_1,norm_2,0.2055844596270837
61-70,exact_bose_einstein,3,norm_1,temperature_2,-0.3544967736840435
61-70,exact_bose_einstein,3,norm_1,U_2,-0.10978496137923548
61-70,exact_bose_einstein,3,norm_1,norm_3,0.6663342081656252
61-70,exact_bose_einstein,3,norm_1,temperature_3,-4.646038358622604e-05
61-70,exact_bose_einstein,3,norm_1,U_3,0.6377860007344317
61-70,exact_bose_einstein,3,temperature_1,norm_1,-0.982247109995073
61-70,exact_bose_einstein,3,temperature_1,temperature_1,1.0
61-70,exact_bose_einstein,3,temperature_1,U_1,-0.01049512917846675
61-70,exact_bose_einstein,3,temperature_1,norm_2,-0.193010138126498
61-70,exact_bose_einstein,3,temperature_1,temperature_2,0.33140543078239726
61-70,exact_bose_einstein,3,temperature_1,U_2,0.1010276481567303
61-70,exact_bose_einstein,3,temperature_1,norm_3,-0.7315774660074859
61-70,exact_bose_einstein,3,temperature_1,temperature_3,4.672121330977379e-05
61-70,exact_bose_einstein,3,temperature_1,U_3,-0.7018468321145447
61-70,exact_bose_einstein,3,U_1,norm_1,-0.0005884253353403528
61-70,exact_bose_einstein,3,U_1,temperature_1,-0.01049512917846675
61-70,exact_bose_einstein,3,U_1,U_1,1.0000000000000002
61-70,exact_bose_einstein,3,U_1,norm_2,-7.088413778948069e-06
61-70,exact_bose_einstein,3,U_1,temperature_2,1.9390588192667806e-05
61-70,exact_bose_einstein,3,U_1,U_2,4.75655774955413e-06
61-70,exact_bose_einstein,3,U_1,norm_3,6.114776718697413e-05
61-70,exact_bose_einstein,3,U_1,temperature_3,1.3334216548344973e-08
61-70,exact_bose_einstein,3,U_1,U_3,5.790286238132512e-05
61-70,exact_bose_einstein,3,norm_2,norm_1,0.2055844596270837
61-70,exact_bose_einstein,3,norm_2,temperature_1,-0.193010138126498
61-70,exact_bose_einstein,3,norm_2,U_1,-7.088413778948069e-06
61-70,exact_bose_einstein,3,norm_2,norm_2,1.0000000000000002
61-70,exact_bose_einstein,3,norm_2,temperature_2,0.7502548487462185
61-70,exact_bose_einstein,3,norm_2,U_2,0.9092931615137756
61-70,exact_bose_einstein,3,norm_2,norm_3,0.11975625214216798
61-70,exact_bose_einstein,3,norm_2,temperature_3,-1.0927746680501607e-05
61-70,exact_bose_einstein,3,norm_2,U_3,0.11437303059997768
61-70,exact_bose_einstein,3,temperature_2,norm_1,-0.3544967736840435
61-70,exact_bose_einstein,3,temperature_2,temperature_1,0.33140543078239726
61-70,exact_bose_einstein,3,temperature_2,U_1,1.9390588192667806e-05
61-70,exact_bose_einstein,3,temperature_2,norm_2,0.7502548487462185
61-70,exact_bose_einstein,3,temperature_2,temperature_2,1.0000000000000002
61-70,exact_bose_einstein,3,temperature_2,U_2,0.9557118197047464
61-70,exact_bose_einstein,3,temperature_2,norm_3,-0.2047813062804283
61-70,exact_bose_einstein,3,temperature_2,temperature_3,1.2341748723308609e-05
61-70,exact_bose_einstein,3,temperature_2,U_3,-0.19558109807555144
61-70,exact_bose_einstein,3,U_2,norm_1,-0.10978496137923548
61-70,exact_bose_einstein,3,U_2,temperature_1,0.1010276481567303
61-70,exact_bose_einstein,3,U_2,U_1,4.75655774955413e-06
61-70,exact_bose_einstein,3,U_2,norm_2,0.9092931615137756
61-70,exact_bose_einstein,3,U_2,temperature_2,0.9557118197047464
61-70,exact_bose_einstein,3,U_2,U_2,1.0
61-70,exact_bose_einstein,3,U_2,norm_3,-0.060719055184273035
61-70,exact_bose_einstein,3,U_2,temperature_3,1.8888947542025163e-06
61-70,exact_bose_einstein,3,U_2,U_3,-0.05795945413582008
61-70,exact_bose_einstein,3,norm_3,norm_1,0.6663342081656252
61-70,exact_bose_einstein,3,norm_3,temperature_1,-0.7315774660074859
61-70,exact_bose_einstein,3,norm_3,U_1,6.114776718697413e-05
61-70,exact_bose_einstein,3,norm_3,norm_2,0.11975625214216798
61-70,exact_bose_einstein,3,norm_3,temperature_2,-0.2047813062804283
61-70,exact_bose_einstein,3,norm_3,U_2,-0.060719055184273035
61-70,exact_bose_einstein,3,norm_3,norm_3,1.0
61-70,exact_bose_einstein,3,norm_3,temperature_3,0.00031781425913182866
61-70,exact_bose_einstein,3,norm_3,U_3,0.9921524753400596
61-70,exact_bose_einstein,3,temperature_3,norm_1,-4.646038358622604e-05
61-70,exact_bose_einstein,3,temperature_3,temperature_1,4.672121330977379e-05
61-70,exact_bose_einstein,3,temperature_3,U_1,1.3334216548344973e-08
61-70,exact_bose_einstein,3,temperature_3,norm_2,-1.0927746680501607e-05
61-70,exact_bose_einstein,3,temperature_3,temperature_2,1.2341748723308609e-05
61-70,exact_bose_einstein,3,temperature_3,U_2,1.8888947542025163e-06
61-70,exact_bose_einstein,3,temperature_3,norm_3,0.00031781425913182866
61-70,exact_bose_einstein,3,temperature_3,temperature_3,0.9999999999999999
61-70,exact_bose_einstein,3,temperature_3,U_3,0.004727334881119749
61-70,exact_bose_einstein,3,U_3,norm_1,0.6377860007344317
61-70,exact_bose_einstein,3,U_3,temperature_1,-0.7018468321145447
61-70,exact_bose_einstein,3,U_3,U_1,5.790286238132512e-05
61-70,exact_bose_einstein,3,U_3,norm_2,0.11437303059997768
61-70,exact_bose_einstein,3,U_3,temperature_2,-0.19558109807555144
61-70,exact_bose_einstein,3,U_3,U_2,-0.05795945413582008
61-70,exact_bose_einstein,3,U_3,norm_3,0.9921524753400596
61-70,exact_bose_einstein,3,U_3,temperature_3,0.004727334881119749
61-70,exact_bose_einstein,3,U_3,U_3,1.0000000000000002
61-70,tsallis,3,norm_1,norm_1,1.0
61-70,tsallis,3,norm_1,temperature_1,-0.36215042206232106
61-70,tsallis,3,norm_1,q_1,-0.40160177088590343
61-70,tsallis,3,norm_1,norm_2,-0.05845128831230022
61-70,tsallis,3,norm_1,temperature_2,0.05616815156407513
61-70,tsallis,3,norm_1,q_2,-0.19110805273226683
61-70,tsallis,3,norm_1,norm_3,-0.08035241141889339
61-70,tsallis,3,norm_1,temperature_3,-0.006786513520905956
61-70,tsallis,3,norm_1,q_3,-0.051359370415375534
61-70,tsallis,3,temperature_1,norm_1,-0.36215042206232106
61-70,tsallis,3,temperature_1,temperature_1,1.0
61-70,tsallis,3,temperature_1,q_1,-0.699737461550267
61-70,tsallis,3,temperature_1,norm_2,-0.07399891962672828
61-70,tsallis,3,temperature_1,temperature_2,0.08934264149471312
61-70,tsallis,3,temperature_1,q_2,-0.3159770872783705
61-70,tsallis,3,temperature_1,norm_3,-0.04167162723010523
61-70,tsallis,3,temperature_1,temperature_3,0.00985393193321338
61-70,tsallis,3,temperature_1,q_3,-0.10488292334264854
61-70,tsallis,3,q_1,norm_1,-0.40160177088590343
61-70,tsallis,3,q_1,temperature_1,-0.699737461550267
61-70,tsallis,3,q_1,q_1,1.0000000000000002
61-70,tsallis,3,q_1,norm_2,0.09434799153985066
61-70,tsallis,3,q_1,temperature_2,-0.09183928876496177
61-70,tsallis,3,q_1,q_2,0.3872131594337017
61-70,tsallis,3,q_1,norm_3,0.0969044430831858
61-70,tsallis,3,q_1,temperature_3,0.0038819266291162968
61-70,tsallis,3,q_1,q_3,0.13045659206348917
61-70,tsallis,3,norm_2,norm_1,-0.05845128831230022
61-70,tsallis,3,norm_2,temperature_1,-0.07399891962672828
61-70,tsallis,3,norm_2,q_1,0.09434799153985066
61-70,tsallis,3,norm_2,norm_2,1.0
61-70,tsallis,3,norm_2,temperature_2,-0.9451492422100749
61-70,tsallis,3,norm_2,q_2,0.5932718146803729
61-70,tsallis,3,norm_2,norm_3,-0.055466337019737556
61-70,tsallis,3,norm_2,temperature_3,0.11519060539753716
61-70,tsallis,3,norm_2,q_3,-0.544168696477929
61-70,tsallis,3,temperature_2,norm_1,0.05616815156407513
61-70,tsallis,3,temperature_2,temperature_1,0.08934264149471312
61-70,tsallis,3,temperature_2,q_1,-0.09183928876496177
61-70,tsallis,3,temperature_2,norm_2,-0.9451492422100749
61-70,tsallis,3,temperature_2,temperature_2,1.0000000000000002
61-70,tsallis,3,temperature_2,q_2,-0.7777351924500743
61-70,tsallis,3,temperature_2,norm_3,-0.005052258907205216
61-70,tsallis,3,temperature_2,temperature_3,-0.013493150551583285
61-70,tsallis,3,temperature_2,q_3,0.34400801448054674
61-70,tsallis,3,q_2,norm_1,-0.19110805273226683
61-70,tsallis,3,q_2,temperature_1,-0.3159770872783705
61-70,tsallis,3,q_2,q_1,0.3872131594337017
61-70,tsallis,3,q_2,norm_2,0.5932718146803729
61-70,tsallis,3,q_2,temperature_2,-0.7777351924500743
61-70,tsallis,3,q_2,q_2,1.0
61-70,tsallis,3,q_2,norm_3,0.10087830995339533
61-70,tsallis,3,q_2,temperature_3,-0.1012670575050584
61-70,tsallis,3,q_2,q_3,0.059807733461432616
61-70,tsallis,3,norm_3,norm_1,-0.08035241141889339
61-70,tsallis,3,norm_3,temperature_1,-0.04167162723010523
61-70,tsallis,3,norm_3,q_1,0.0969044430831858
61-70,tsallis,3,norm_3,norm_2,-0.055466337019737556
61-70,tsallis,3,norm_3,temperature_2,-0.005052258907205216
61-70,tsallis,3,norm_3,q_2,0.10087830995339533
61-70,tsallis,3,norm_3,norm_3,1.0
61-70,tsallis,3,norm_3,temperature_3,-0.9593460319142376
61-70,tsallis,3,norm_3,q_3,0.612818524807162
61-70,tsallis,3,temperature_3,norm_1,-0.006786513520905956
61-70,tsallis,3,temperature_3,temperature_1,0.00985393193321338
61-70,tsallis,3,temperature_3,q_1,0.0038819266291162968
61-70,tsallis,3,temperature_3,norm_2,0.11519060539753716
61-70,tsallis,3,temperature_3,temperature_2,-0.013493150551583285
61-70,tsallis,3,temperature_3,q_2,-0.1012670575050584
61-70,tsallis,3,temperature_3,norm_3,-0.9593460319142376
61-70,tsallis,3,temperature_3,temperature_3,1.0000000000000002
61-70,tsallis,3,temperature_3,q_3,-0.7435040698215686
61-70,tsallis,3,q_3,norm_1,-0.051359370415375534
61-70,tsallis,3,q_3,temperature_1,-0.10488292334264854
61-70,tsallis,3,q_3,q_1,0.13045659206348917
61-70,tsallis,3,q_3,norm_2,-0.544168696477929
61-70,tsallis,3,q_3,temperature_2,0.34400801448054674
61-70,tsallis,3,q_3,q_2,0.059807733461432616
61-70,tsallis,3,q_3,norm_3,0.612818524807162
61-70,tsallis,3,q_3,temperature_3,-0.7435040698215686
61-70,tsallis,3,q_3,q_3,1.0
61-70,blast_wave,3,norm_1,norm_1,1.0000000000000002
61-70,blast_wave,3,norm_1,temperature_1,-0.06880932152654164
61-70,blast_wave,3,norm_1,beta_s_1,0.043055393263322264
61-70,blast_wave,3,norm_1,n_1,0.033617169708425286
61-70,blast_wave,3,norm_1,norm_2,-5.484334741703194e-06
61-70,blast_wave,3,norm_1,temperature_2,-0.014953753484584956
61-70,blast_wave,3,norm_1,beta_s_2,-7.272966861219186e-08
61-70,blast_wave,3,norm_1,n_2,4.247171718523748e-10
61-70,blast_wave,3,norm_1,norm_3,-9.4321312369118e-05
61-70,blast_wave,3,norm_1,temperature_3,-0.019681799133237254
61-70,blast_wave,3,norm_1,beta_s_3,0.0012505733605292703
61-70,blast_wave,3,norm_1,n_3,-0.012018273911661008
61-70,blast_wave,3,temperature_1,norm_1,-0.06880932152654164
61-70,blast_wave,3,temperature_1,temperature_1,1.0000000000000002
61-70,blast_wave,3,temperature_1,beta_s_1,-0.8780952553026559
61-70,blast_wave,3,temperature_1,n_1,0.8626751069854277
61-70,blast_wave,3,temperature_1,norm_2,-1.3323875353558416e-05
61-70,blast_wave,3,temperature_1,temperature_2,0.12331918397473496
61-70,blast_wave,3,temperature_1,beta_s_2,1.174681829709752e-06
61-70,blast_wave,3,temperature_1,n_2,-6.47569735047484e-09
61-70,blast_wave,3,temperature_1,norm_3,-0.0014342393156393744
61-70,blast_wave,3,temperature_1,temperature_3,-0.5609837044681936
61-70,blast_wave,3,temperature_1,beta_s_3,-0.198797636183523
61-70,blast_wave,3,temperature_1,n_3,-0.3828989958157692
61-70,blast_wave,3,beta_s_1,norm_1,0.043055393263322264
61-70,blast_wave,3,beta_s_1,temperature_1,-0.8780952553026559
61-70,blast_wave,3,beta_s_1,beta_s_1,1.0
61-70,blast_wave,3,beta_s_1,n_1,-0.5350240180134367
61-70,blast_wave,3,beta_s_1,norm_2,9.401599309682725e-05
61-70,blast_wave,3,beta_s_1,temperature_2,-0.2090775583746357
61-70,blast_wave,3,beta_s_1,beta_s_2,-4.685226791533339e-06
61-70,blast_wave,3,beta_s_1,n_2,2.5947483281219444e-08
61-70,blast_wave,3,beta_s_1,norm_3,0.0008883101591052357
61-70,blast_wave,3,beta_s_1,temperature_3,0.5903316686288246
61-70,blast_wave,3,beta_s_1,beta_s_3,0.482063499368948
61-70,blast_wave,3,beta_s_1,n_3,0.5025035516879283
61-70,blast_wave,3,n_1,norm_1,0.033617169708425286
61-70,blast_wave,3,n_1,temperature_1,0.8626751069854277
61-70,blast_wave,3,n_1,beta_s_1,-0.5350240180134367
61-70,blast_wave,3,n_1,n_1,0.9999999999999999
61-70,blast_wave,3,n_1,norm_2,8.917190538447132e-05
61-70,blast_wave,3,n_1,temperature_2,-0.018177453430756274
61-70,blast_wave,3,n_1,beta_s_2,-3.4872878599852994e-06
61-70,blast_wave,3,n_1,n_2,1.9373942521628604e-08
61-70,blast_wave,3,n_1,norm_3,-0.0017085278391253693
61-70,blast_wave,3,n_1,temperature_3,-0.37060189459891374
61-70,blast_wave,3,n_1,beta_s_3,0.19320909531711766
61-70,blast_wave,3,n_1,n_3,-0.12849312994683967
61-70,blast_wave,3,norm_2,norm_1,-5.484334741703194e-06
