source_record,source_table,source_table_doi,observable_kind,eta_range,multiplicity_selection,manuscript_bin,fit_ready,mapping_status,pt_low_gev,pt_high_gev,pt_center_gev,yield_value,stat_error,sys_error,total_error
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.3,0.35,0.3249999999999999,59.26864329321797,0.6328,1.415,1.5500518830026304
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.35,0.4,0.375,3.219810951924623,0.001527,0.2719,0.271904287809148
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.35,0.4,0.375,11.309458205114334,0.004143,0.3721,0.3721230635811223
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.35,0.4,0.375,16.64676663472446,0.007336,0.5529,0.5529486656969161
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.35,0.4,0.375,21.716408717089603,0.01239,0.7217,0.7218063466747852
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.35,0.4,0.375,26.521963628558897,0.021,0.6554,0.6557363494576155
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.35,0.4,0.375,31.107882254439076,0.03608,0.7695,0.7703453877320224
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.35,0.4,0.375,35.5149783359278,0.0632,0.879,0.8812691075942695
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.35,0.4,0.375,39.772291058138244,0.1127,0.9823,0.988743940562975
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.35,0.4,0.375,43.406693198966565,0.1794,1.109,1.1234168238013886
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.35,0.4,0.375,55.32674701511628,0.6024,1.326,1.456420873236854
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.4,0.45,0.425,2.8263198305409314,0.001423,0.2395,0.2395042273718775
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.4,0.45,0.425,10.037157061858272,0.003881,0.3315,0.331522717413151
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.4,0.45,0.425,14.942388137865954,0.006907,0.4977,0.4977479248063219
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.4,0.45,0.425,19.62373783521372,0.0117,0.6537,0.6538046956087116
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.4,0.45,0.425,24.067709180424412,0.01987,0.5977,0.5980301889537015
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.4,0.45,0.425,28.334588721390844,0.03422,0.7044,0.7052307199775121
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.4,0.45,0.425,32.455581048448146,0.06003,0.8067,0.808930461102807
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.4,0.45,0.425,36.52076289102377,0.1073,0.9053,0.9116366491097206
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.4,0.45,0.425,39.87831582336206,0.1708,1.024,1.038146733366724
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.4,0.45,0.425,50.80743946987178,0.5736,1.221,1.3490211117695676
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.45,0.5,0.475,2.426060480449451,0.001344,0.2067,0.2067043694168074
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.45,0.5,0.475,8.895017951560325,0.003715,0.2947,0.2947234147891884
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.45,0.5,0.475,13.364233631462296,0.006643,0.4466,0.4466494032784551
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.45,0.5,0.475,17.691112996740973,0.0113,0.591,0.5911080188933322
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.45,0.5,0.475,21.806862394610118,0.01923,0.5437,0.5440399644327611
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.45,0.5,0.475,25.653987846378,0.03311,0.6406,0.6414550896984137
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.45,0.5,0.475,29.461234834365264,0.05814,0.7362,0.7384921797825621
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.45,0.5,0.475,33.05613347869961,0.1039,0.8253,0.8318144624854753
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.45,0.5,0.475,36.58969733603814,0.1662,0.9429,0.9574355591892332
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.45,0.5,0.475,46.28365904969572,0.5568,1.132,1.26152694778986
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.5,0.55,0.525,2.079757721813137,0.001285,0.1787,0.178704620043803
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.5,0.55,0.525,7.8332646949942495,0.00359,0.2606,0.2606247265706
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.5,0.55,0.525,11.923040526920179,0.006457,0.3995,0.3995521778804365
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.5,0.55,0.525,15.882411089644057,0.01101,0.5322,0.532313873668534
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.5,0.55,0.525,19.617670755927495,0.01878,0.4924,0.4927580018629834
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.5,0.55,0.525,23.276222862935896,0.03244,0.5838,0.5847006016757637
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.5,0.55,0.525,26.572546340584807,0.05689,0.6707,0.6731084326466278
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.5,0.55,0.525,30.343406412385427,0.1023,0.7591,0.7659622053339186
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.5,0.55,0.525,32.980202360332,0.1626,0.8567,0.8719940653467775
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.5,0.55,0.525,42.223477234462656,0.547,1.108,1.2356670263464993
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.55,0.6,0.575,1.7622803732200232,0.001211,0.1531,0.1531047893470351
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.55,0.6,0.575,6.935285571377485,0.003446,0.2316,0.2316256352738185
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.55,0.6,0.575,10.669626125402198,0.006231,0.359,0.3590540702470868
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.55,0.6,0.575,14.307705425404695,0.01066,0.4812,0.4813180607456986
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.55,0.6,0.575,17.768730471360346,0.01823,0.449,0.4493699287891881
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.55,0.6,0.575,21.142450803712464,0.03155,0.534,0.5349312128675986
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.55,0.6,0.575,24.39166309893943,0.05554,0.6163,0.6187975287604177
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.55,0.6,0.575,27.524244404771835,0.09946,0.6958,0.7028726282905032
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.55,0.6,0.575,30.314381662886113,0.1588,0.7901,0.8059003970714992
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.55,0.6,0.575,38.30463206292532,0.5318,1.023,1.152970181747993
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.6,0.65,0.625,1.5020480005887074,0.001147,0.132,0.1320049832733598
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.6,0.65,0.625,6.108462216989194,0.003304,0.2051,0.2051266106969059
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.6,0.65,0.625,9.543360041209997,0.006016,0.3223,0.3223561419548261
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.6,0.65,0.625,12.874657453330583,0.01033,0.4348,0.4349226930156669
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.6,0.65,0.625,16.05938033214543,0.01769,0.4086,0.4089827577050162
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.6,0.65,0.625,19.15029988950593,0.03066,0.488,0.4889622026292012
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.6,0.65,0.625,22.238220551806645,0.05412,0.5688,0.5713688951981898
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.6,0.65,0.625,25.043935696040716,0.09693,0.6379,0.6452223143227457
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.6,0.65,0.625,27.91029387986784,0.1555,0.7313,0.7476496104459628
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.6,0.65,0.625,35.07634193851488,0.5197,0.8805,1.0224325601231603
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.65,0.7,0.675,1.2696614380166966,0.001085,0.1134,0.1134051904676324
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.65,0.7,0.675,5.41412055096263,0.003187,0.1828,0.1828277795330895
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.65,0.7,0.675,8.576300661169208,0.00584,0.2908,0.2908586350789675
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.65,0.7,0.675,11.615474159683508,0.01005,0.3943,0.3944280574452076
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.65,0.7,0.675,14.599906061362834,0.01727,0.3743,0.3746982024242977
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.65,0.7,0.675,17.48527734941376,0.03,0.4491,0.4501008886905246
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.65,0.7,0.675,20.21787514332668,0.05287,0.5227,0.5253670401728682
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.65,0.7,0.675,22.871721503972644,0.09487,0.5875,0.5951105501501381
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.65,0.7,0.675,25.508352824892356,0.1524,0.6755,0.6924781657207684
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.65,0.7,0.675,32.72531030719962,0.5136,0.8186,0.9663803185081948
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.7,0.75,0.725,1.0863091082657022,0.001026,0.09836,0.0983653509931215
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.7,0.75,0.725,4.813919037638143,0.003056,0.1634,0.1634285750289709
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.7,0.75,0.725,7.711637578599545,0.005629,0.2629,0.2629602548694384
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.7,0.75,0.725,10.522980333565314,0.009722,0.359,0.3591316155450533
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.7,0.75,0.725,13.304519752878027,0.01676,0.3443,0.3447076842775629
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.7,0.75,0.725,15.940861643410422,0.02911,0.4141,0.4151219123341961
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.7,0.75,0.725,18.568587099838243,0.05148,0.4823,0.4850396688931741
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.7,0.75,0.725,21.01044155788347,0.09237,0.545,0.5527723011331158
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.7,0.75,0.725,23.347880437094155,0.1483,0.6245,0.6418669176706336
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.7,0.75,0.725,30.155863450826917,0.5009,0.7542,0.90538304048618
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.75,0.8,0.775,0.9159859399008756,0.000961,0.08494,0.0849454361399127
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.75,0.8,0.775,4.277902756436608,0.002925,0.1462,0.1462292570760037
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.75,0.8,0.775,6.939015793061635,0.005421,0.2379,0.2379617558369411
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.75,0.8,0.775,9.549970899070143,0.009402,0.3277,0.3278348480622522
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.75,0.8,0.775,12.161217014377321,0.01625,0.3171,0.3175160980170926
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.75,0.8,0.775,14.560292985911248,0.02825,0.3805,0.3815472611617072
